"Term","Year","Internship.Site","Title..if.applicable.","Location","Latitude","Longitude","Notes..if.any.","Notes.on.Location"
"Summer",2005,"Bar harbor Whale Museum","Information Technology Coordinator","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",2008,"Bar harbor Whale Museum","Intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Winter",1985,"Bar Harbor Times","Advertising Representative","Bar Harbor, Maine",44.3876378,-68.2043361,"In Navy blue Bar Harbor Times folder. does not include newspaper(s) she's worked on in scan",NA
"Winter",1982,"Bar Harbor Times","Editorial Assistant","Bar Harbor, Maine",44.3876378,-68.2043361,"So many old newpaper clippings",NA
"Fall",1981,"Bar Harbor Times","Intern","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Summer",1997,"Bar Harbor Times","Intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Spring",2005,"Bar Harbor Tattoo","Intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Spring",2015,"Bar Harbor Jazz","Theatre Intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",2019,"Bar Harbor Food Pantry","Intern","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Summer",2019,"Bar Harbor Fire Department","Fire/public safety intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Fall",2010,"Bar Harbor Community Farm","Assistant Manager","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",2022,"Bar Harbor Bicycle Shop","Bike Mechanic","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",1979,"Bancroft Camp","Intern","Owls Head, Maine",44.3106,-69.7795,NA,NA
"Fall",1993,"Balombini & Quinn","Assistant Jewelrymaker","Surry, Maine",44.3106,-69.7795,NA,NA
"Summer",2008,"BAGLY","Intern","Boston, Massachusetts",42.3554334,-71.060511,NA,NA
"Spring",2011,"Ayurvedic Health Center","Intern","Bellingham, Washington",44.387611,-68.203912,NA,NA
"Summer",2012,"Ayudame que yo Tambien soy Mexicana A.C.","Assistant to the Director of Social Synergy","Baja California, Mexico",30.0338923,-115.1425107,NA,NA
"Summer",2008,"Awassa Childrens Project (ACP)","Intern","Awassa, Ethiopia",7.0481029,38.47861,NA,"writing is different on website: coordinates for Hawassa"
"Winter",2004,"Avena Botanicals","Intern","Rockport, Maine",44.3106,-69.7795,NA,NA
"Spring",2014,"Autonomous University of Yucatan","Intern","Merida, Yucatan",44.387611,-68.203912,NA,NA
"Spring",2022,"Autonomous University of Yucatan","Research Assistant","Merida, Yucatan, Mexico",44.387611,-68.203912,NA,NA
"Summer",1982,"Audubon Animal Care Center","Intern","Lincoln, Massachusetts",42.4259283,-71.3039469,NA,NA
"Summer",2018,"Atlantic Countryside Justice Facility","Intern","Mays Landing, New Jersey",39.452786,-74.724695,NA,NA
"Summer",1994,"Atlantic Cetacean Research Center","Intern","Gloucester, Massachusetts",44.387611,-68.203912,"Not scanned: ACRC News Winter 1994 and Summer 1994",NA
"Fall",1979,"Atlantic Center the the Enviornment","Intern","Ipswich, Massachusetts",44.387611,-68.203912,NA,NA
"Winter",2000,"Atlantic Art Glass","Apprentice","Hulls Cove, Maine",44.4192455,-68.2505706,NA,NA
"Winter",2010,"Atlantic Art Glass","Glassblower","Ellsworth, Maine",44.3106,-69.7795,NA,NA
"Winter",2015,"Atlantic Art Glass","Intern","Ellsworth, Maine",44.3106,-69.7795,NA,NA
"Winter",2011,"Atlantic Art and Glass","Glass Blower's Apprentice","Ellsworth, Maine",44.5414036,-68.4243047,NA,NA
"Summer",1993,"Atlanta Summer Scholars Program","Intern","Lenoir, North Carolina",44.387611,-68.203912,NA,NA
"Summer",2004,"ATD Fourth World","Intern","New York, New York",44.387611,-68.203912,NA,NA
"Summer",2004,"Asticou Azalea Garden","Gardener","Northeast Harbor, Maine",44.3106,-69.7795,NA,NA
"Fall",1998,"Association of Vermont Conservation","Intern","Adamant, Vermont",44.387611,-68.203912,NA,NA
"Summer",1990,"Asociacion de Nuevos Alquimistas","Intern","Purto Limon, Costa Rica",44.387611,-68.203912,NA,NA
"Summer",2015,"Ashoka UK","Changemaker Schools Intern","London, UK",44.387611,-68.203912,NA,NA
"Summer",2019,"Ashoka Japan","Intern","Tokyo, Japan",35.6821936,139.762221,NA,NA
"Summer",2015,"ArtProv Gallery","Gallery Assistant","Providence, Rhode Island",41.8239891,-71.4128343,NA,NA
"Summer",2018,"Artemis Gallery","Intern","Northeast Harbor, Maine",44.2942468,-68.2897381,NA,NA
"Winter",2012,"Art Institute of Chicago","Intern","Chicago, Illinois",41.8755616,-87.6244212,NA,NA
"Summer",2007,"Arrowwood Environmental","Intern","Huntington, Vermont",44.3251942,-72.9868075,NA,NA
"Spring",2018,"Aroostook Mental Health Service","Mobile Emergency Services Specialist","Ellsworth, ME",44.387611,-68.203912,NA,NA
"Summer",2011,"Ark Haven","Intern","Ellsworth, Maine",44.5414036,-68.4243047,NA,NA
"Summer",2015,"Arctic Ecology Lab","Intern","Middleton Island, Alaska",59.4350818,-146.3276688,NA,NA
"Fall",1980,"Arcosanti Arcology Program","Architecture Intern","Mayer, Arizona",34.414534,-112.163493,NA,NA
"Summer",1998,"Architect Roc Caivano","Intern","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Summer",1988,"Arapaho National Wildlife Refuge","Intern","Walden, Colorado",40.7316433,-106.283637,"PUT ASIDE Internship Report itself not scanned, photos taped to paper.",NA
"Summer",1991,"Applied Anthropology","Intern","Fairfax, Virginia",44.387611,-68.203912,NA,NA
"Summer",2004,"Appleton Creamery","Intern","Appleton, Maine",44.289452,-69.250946,NA,NA
"Spring",1998,"Appalacia Service Project","Intern","Jonesville, Virginia",36.6889777,-83.1110047,NA,NA
"Summer",1996,"Appalachian Mountain Club","Intern","White Mountains, New Hampshire",44.0457502,-71.6705978,NA,NA
"Summer",1988,"Appalachian Mauntain Club Research Department","Research Assistant","Gorham, New Hampshire",44.3878621,-71.1729953,NA,NA
"Summer",1999,"Apostile Islands National Lakeshore","Intern","Bayfield, Wisconsin",44.387611,-68.203912,NA,NA
"Summer",2008,"Anthology Recordings","Company Assistant","New York, New York",44.387611,-68.203912,NA,NA
"Winter",1995,"Ann Arbor Hands-On Museum","Intern","Ann Arbor, Michigan",42.2813722,-83.7484616,NA,NA
"Spring",1987,"Animal Medical Hospital","Intern","Hyde Park, Vermont",44.387611,-68.203912,NA,NA
"Winter",2001,"Animal Liberation","Intern","Collingwood, Australia",-37.802104,144.9881387,NA,"2x Collingwood in Australia, ""Animal Liberation"" is an organization in the state of Victoria"
"Fall",1996,"Andy Warhol Museum","Intern","Pittsburgh, Pennsylvania",44.387611,-68.203912,NA,NA
"Summer",2012,"Anacostia Watershed Society","Intern","Bladensburg, Maryland",38.9392997,-76.9337983,NA,NA
"Summer",2014,"Amphibian Rescue and Conservation Project","Volunteer","Gamboa, Panama",9.1180893,-79.7003028,NA,NA
"Fall",1998,"Amigos de Sian Ka'an","Field Assistant","Cancún, Mexico",21.1617854,-86.8510468,NA,NA
"Winter",2007,"Americorps NCCC","AmeriCorp Member","Charleston, South Carolina",44.387611,-68.203912,NA,NA
"Fall",1999,"Americorps National Servive","Intern","White Mountains, New Hampshire",44.387611,-68.203912,NA,NA
"Summer",2020,"Americorps / Red Cross","Intern","Asheville, North Carolina",35.595363,-82.5508407,NA,NA
"Fall",1985,"American Youth Hostels","Intern","Washington, D.C.",38.8950368,-77.0365427,"Included Hostels Knapsack journal summer 1985",NA
"Summer",2011,"American Shakespeare Center","Production Assistant","Staunton, Virginia",44.387611,-68.203912,NA,NA
"Fall",2014,"American Red Cross","Volunteer Service Intern","Portland, Oregon",44.387611,-68.203912,NA,NA
"Summer",2020,"American Museum of Natural History","Research Collaborator","New York, New York",40.741895,-73.989308,NA,NA
"Fall",1987,"American Museum of Natural History","Field Assistant","New York, New York",44.387611,-68.203912,NA,NA
"Fall",1982,"American Friends Service Committee","Intern","Cambridge, Massachusetts",42.3655767,-71.1040018,NA,NA
"Winter",1981,"American Friends Service Commiettee","Intern","Bath, Maine",43.9134656,-69.8141706,NA,NA
"Fall",2003,"Amenons Nos Filles a l'Ecole (ANFE)","Intern","Nouakchott, Mauritania",18.0792379,-15.9780071,NA,NA
"Summer",1993,"Alternatives Farm","Intern","Salisbury, New Hampshire",43.391188,-71.744245,"NOT SCANNED! Put aside","cannot find SAILSBURY which was entered, coordinates for SALISBURY"
"Summer",1993,"Alternative Farms","Farm Apprentice","Andover, New Hampshire",43.4366616,-71.8197481,"2 paintings not scanned.",NA
"Winter",2012,"Alpha Capital","Intern","New York, New York",40.741895,-73.989308,NA,NA
"Summer",2022,"Allied Whale","Assistant Marine Mammal Stranding Coordinator","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Summer",2013,"Allied Whale","Intern","Mount Desert Rock, Maine",43.9686255,-68.1280692,NA,NA
"Summer",2022,"Allied Whale","Intern","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Summer",2014,"Allied Whale","Intern","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Summer",2014,"Allied Whale","Intern","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Summer",1997,"Allied Whale","Intern","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Summer",1989,"Allied Whale","Marine Mammal Researcher","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Summer",2021,"Allied Whale","Research Assistant","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Summer",1996,"Allied Whale","Research Assistant","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Summer",1982,"Allied Whale","Research Assistant","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Summer",2021,"Allied Whale","Intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Winter",2002,"Allied Whale","Research Assistant","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",2022,"Allied Whale","Food Systems Coordinator","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",2013,"Allied Whale","Research Assistant","Mount Desert, Maine",44.3106,-69.7795,NA,NA
"Summer",2019,"Allied Whale","Research Station Manager","Mount Desert Rock, Maine",44.3106,-69.7795,NA,NA
"Summer",2019,"Allied Whale","Intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Fall",1987,"Alliance for Cultural Democracy","Adminstrative Assistant","Champaign, Illinois",40.1164841,-88.2430932,NA,NA
"Spring",2019,"All Hands and Hearts - Smart Response","Residential On Site Worker","Yabucoa, Puerto Rico",44.387611,-68.203912,NA,NA
"Summer",2013,"Alice Eno Research Station","Field Researcher","Great Duck Island, Maine",44.3106,-69.7795,NA,NA
"Summer",2015,"Alice Eno Research Station","Research Internship","Great Duck Island",44.387611,-68.203912,NA,NA
"Summer",2007,"Alice Eno Research Station","Field Biologist","Great Duck Island, Maine",44.3106,-69.7795,NA,NA
"Summer",2021,"Alice Eno Research Station","Research Assistant","Great Duck Island, Maine",44.3106,-69.7795,NA,NA
"Summer",2012,"Alice Eno Research Center","Intern","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Summer",2021,"Alice Eno Field Station on Great Duck Island","Research Assistant","Great Duck Island, Maine",44.3106,-69.7795,NA,NA
"Summer",2004,"Alice Eno Biological Station and Mount Desert Rock","Field Researcher","Great Duck Island, Maine, Mount Desert Rock Maine",44.1499618,-68.2491876,NA,"coordinates for Great Duck Island"
"Summer",1998,"Alaska Sea Life Center","Intern","Seward, Alaska",60.1013952,-149.4404281,NA,NA
"Spring",2005,"AgResearch Limited","Research Assistant","Mosgiel, New Zealand",44.387611,-68.203912,NA,NA
"Fall",2010,"AFSC Tucson","Intern","Tucson, Arizona",44.387611,-68.203912,NA,NA
"Summer",2020,"Aelex Law Firm","Intern","Lagos, Nigeria",6.4550575,3.3941795,NA,NA
"Winter",2014,"Acupuntura Estetica Espacio Salud","Assistant","Quito, Ecuador",-0.2201641,-78.5123274,NA,NA
"Summer",2017,"Actionaid Senegal / Greener Impact International","Communications Intern","Dakar, Senegal and Accra, Ghana",14.693425,-17.447938,NA,"coordinates for Dakar, Senegal"
"Summer",2014,"Action Aid","Intern","Nepal",44.387611,-68.203912,NA,NA
"Winter",2007,"Action Against Hunger","Intern","New York, New York",44.387611,-68.203912,NA,NA
"Summer",2019,"Acorn Community/Southern Exposure Seed Exchange","Garden Assistant","Mineral, Virginia",44.387611,-68.203912,NA,NA
"Summer",1991,"Acadia Wild Gardens","Intern","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Fall",1997,"Acadia Vet","Intern","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Spring",2007,"Acadia Recording Company","Intern","Portland, Maine",43.6573515,-70.2584115,NA,NA
"Summer",1985,"Acadia National Park Resource Management","Intern","Mount Desert Island, Maine",44.387611,-68.203912,NA,NA
"Fall",2010,"Acadia National Park","Intern","Bar Harbor, Maine",44.3876378,-68.2043361,"With Umaine Orono",NA
"Winter",1992,"Acadia National Park","Intern","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Summer",1986,"Acadia National Park","Interpretive Park Naturalist","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Summer",1991,"Acadia National Park","Research Assistant","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Summer",2022,"Acadia National Park","Wildlife  Intern","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Summer",1980,"Acadia National Park","Park Aide","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Spring",2000,"Acadia National Park","Environmental Education Intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",1994,"Acadia Cruises","Intern","Bass Harbor, Maine",44.3106,-69.7795,NA,NA
"Summer",2022,"Acadia Aqua Farms","Oyster Farmhand and Shellfish Intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",2021,"Acacia House Inn","Intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Winter",2018,"ABJR Hodgkins","Carpenters Assistant","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Winter",2011,"Abbe Museum","Intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",2022,"A Climate to Thrive","Intern","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Summer",2021,"88 Clementine","Intern","Bar Harbor, Maine",44.3876378,-68.2043361,NA,NA
"Fall",1981,"""It's About Time"" Book Store and ""Out and About"" Newsletter","Intern","Seattle, Washington",47.589298,-122.384975,NA,NA
"Spring",2017,"Navicet","Marketing Intern","Seattle, Washington",44.387611,-68.203912,NA,NA
"Summer",1992,"University of Oregon","teaching intern","Eugene, Oregon",44.387611,-68.203912,NA,NA
"Spring",2000,"Ejido of San Crisanto","Volunteer of Sustainable Development Project","Yucatan, Mexico",44.387611,-68.203912,NA,NA
"Summer",2004,"Atlanta YAMC","Scienfic and Clinical Foundation Intern","Atlanta",44.387611,-68.203912,NA,NA
"Summer",2009,"University of Maine","Research Assistant","Maine",44.3106,-69.7795,NA,NA
"Summer",2009,"Bodega Marine Lab","Intern","Bodega Bay, California",44.387611,-68.203912,NA,NA
"Summer",2010,"Organization for Tropical Studies","Research Intern","Costa Rica",44.387611,-68.203912,NA,NA
"Winter",2010,"Tanglewood 4-H Camp","Photography and Education Intern","Union, Maine",44.3106,-69.7795,NA,NA
"Spring",1985,"FACET gallery","Intern","Taos",44.387611,-68.203912,NA,NA
"Summer",1981,"Joli Greene","apprentice & teaching assistant","College of the Atlatic",44.387611,-68.203912,NA,NA
"Fall",2008,"Paul Bevins","Student teacher","Canton, New York",44.387611,-68.203912,NA,NA
"Summer",2010,"Museum of the Rockies","Field tech/ Musuem prep Assistant","Bozeman, Montana",44.387611,-68.203912,NA,NA
"Summer",1986,"Darling Center","Lab Intern","Walpole, Maine",44.3106,-69.7795,NA,NA
"Summer",2000,"Camp Beach Cliff","Program Director","Mount Desert, Maine",44.3106,-69.7795,NA,NA
"Summer",1983,"Spindler & Chase & Outzen, Inc.","Intern","Ellsworth, Maine",44.3106,-69.7795,NA,NA
"Summer",2003,"The Enviornmental Schools","TES Naturalist","Ocean Park, Maine",44.3106,-69.7795,NA,NA
"Winter",2011,"Housing MicroFinance LLC","Research Assistant","Santa Monica, California",44.387611,-68.203912,NA,NA
"Spring",1974,"Library of the Boston Athenaeum","Apprentice Printer","Boston, Massachusetts",44.387611,-68.203912,NA,NA
"Summer",2009,"Women in Progress","Fair Trade Intern","Accra, Ghana",44.387611,-68.203912,NA,NA
"Spring",2009,"The Comision de Derechos Humanos","Intern","Yucatan, Mexico",44.387611,-68.203912,NA,NA
"Summer",2013,"Farm and Wildness","Intern","Plymouth, Vermont",44.387611,-68.203912,NA,NA
"Fall",2015,"Laboratory for Prospective Anthropology","Research Assistant","Belgium",44.387611,-68.203912,NA,NA
"Summer",2019,"Schooner Mary Day","Deck Hand","Camden Harbor, Maine",44.3106,-69.7795,NA,NA
"Summer",2007,"Lewis Ginter Botanical Garden","Horticultural Intern","Richmond, Virginia",44.387611,-68.203912,NA,NA
"Summer",2022,"Salt Farm Flowers","Flower Farmer/Florist","Ellsworth, Maine",44.3106,-69.7795,NA,NA
"Summer",2021,"Mount Desert 365","Research Intern","Northeast Harbour, Maine",44.3106,-69.7795,NA,NA
"Winter",1993,"Conners_ Emerson Schools","Teacher Aide","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",1997,"Camp Lincoln","Camp Counselor","Keeseville, New York",44.387611,-68.203912,NA,NA
"Summer",1990,"Bimini Biological Field Station","Lemon Shark Researcher","Miami, Florida",44.387611,-68.203912,NA,NA
"Summer",2012,"Periple en la Demeure","full time intern","Limerle, Belgium",44.387611,-68.203912,NA,NA
"Summer",2015,"Farm Institute","Farm-based Educator","West Tisbury, MA",44.387611,-68.203912,NA,NA
"Spring",2016,"Foundation of San Cristano","Volunteer","San Cristano, Mexico",44.387611,-68.203912,NA,NA
"Fall",2015,"Chamber of Commerce","Intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Winter",2017,"Tunder Mountain High School","Co-adsiver of TMHS Student Government","Juneau, Alaska",44.387611,-68.203912,NA,NA
"Summer",2016,"Fluchtlings Theatre Malaika","Intern","Zurich, Switzerland",44.387611,-68.203912,NA,NA
"Spring",2022,"MDI Biological Laboratory","Communication Intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",1991,"Women's Foreign Council","Intern","NY, NY",44.387611,-68.203912,NA,NA
"Summer",1979,"Timber Camp","Student Director","North eastern New York",44.387611,-68.203912,NA,NA
"Winter",2000,"Mudflat Studio","Assistant to the technical Director","Somerville, MA",44.387611,-68.203912,NA,NA
"Summer",2010,"MDI Islander","Photographer","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Spring",1998,"The Daisy Greenhouse","Gardener","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",2017,"Maine People's Alliance","Community Organization Intern","Portland, Maine",44.3106,-69.7795,NA,NA
"Summer",2017,"L.C Bates Museum","Summer Program Educator","Hinckley, Maine",44.3106,-69.7795,NA,NA
"Spring",1993,"Connors-Emerson schools","Art Teacher","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",2022,"Portland Pottery Studio","Studio Assistant","Portland, Maine",44.3106,-69.7795,NA,NA
"Summer",1990,"Maine Whalewatch","Intern","Northeast Harbour, Maine",44.3106,-69.7795,NA,NA
"Summer",2004,"The Jackson Laboratory","Technical Support Specialist","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Fall",1993,"Cosanti Foundation's Construction","Intern","Cordes Junction, Arizona",44.387611,-68.203912,NA,NA
"Summer",1988,"Maine Whalewatch","Naturalist","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",2018,"University of Cagliari","Assistant","Italy",44.387611,-68.203912,NA,NA
"Spring",1983,"Hippocrates World Health Organization","teacher","Boston, Massachusetts",44.387611,-68.203912,NA,NA
"Summer",1978,"Physical Oceanography","Intern","Deleware",44.387611,-68.203912,NA,NA
"Winter",2014,"Bindrai Institute","Intern","Jharkhand, India",44.387611,-68.203912,NA,NA
"Summer",2018,"Community Energy Center","Energy Analyst","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Spring",1982,"Whale Center","Intern","Oakland, California",44.387611,-68.203912,NA,NA
"Fall",1989,"Union of Maine Visual Artists","Volunteer administrative Assistant","Maine",44.3106,-69.7795,NA,NA
"Winter",2022,"Downeast Aids","Intern","Ellsworth, Maine",44.3106,-69.7795,NA,NA
"Summer",1980,"Department of Defense","crew leader","Alaska",44.387611,-68.203912,NA,NA
"Summer",2003,"The Taita Discovery Center","Assistant Research","Kenya",44.387611,-68.203912,NA,NA
"Summer",2020,"The Nature Based Education Consortium","Intern","Maine",44.3106,-69.7795,NA,NA
"Summer",2004,"Lake Harvest","Intern","Kariba, Zimbawe",44.387611,-68.203912,NA,NA
"Winter",1998,"Centro de Investigaciones y Estudios Avansados","Intern","Yucatan, Mexico",44.387611,-68.203912,NA,NA
"Summer",1981,"Edwin ""Buddy"" Chase","Intern","Ellsworth, Maine",44.3106,-69.7795,NA,NA
"Winter",1999,"Smith Road Elementary School","Intern","Temperance, Michigan",44.387611,-68.203912,NA,NA
"Summer",2012,"Student Conservation Association","Backcountry Intern","Hawaii Volcanoes National Park, Hawaii",44.387611,-68.203912,NA,NA
"Summer",2012,"Allied Whale","Project Intern","Mount Desert Rock, Maine",44.3106,-69.7795,NA,NA
"Winter",2013,"Sweet Timber Frames","Intern","Mount Desert, Maine",44.3106,-69.7795,NA,NA
"Winter",1984,"Bar Harbor Day Care","Intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",1985,"Kismat Incorporated","Construction Laborer","Guilford, Connecticut",44.387611,-68.203912,NA,NA
"Summer",2019,"REU Program in Tropical Ecology and Evolution","REU Student Researcher","El Yunque National Park, Puerto Rico",44.387611,-68.203912,NA,NA
"Fall",1999,"Outside Images 2","Intern","Portland, Maine",44.3106,-69.7795,NA,NA
"Summer",2003,"Student Global AIDS Campaign","Intern","Washington D.C.",44.387611,-68.203912,NA,NA
"Summer",2011,"Organic Research Centre","Intern","West Berkshire, England, UK",44.387611,-68.203912,NA,NA
"Summer",1981,"Design Plus","Intern","Lewiston, Maine",44.3106,-69.7795,NA,NA
"Summer",2011,"Dominon Newspaper Cooperative","Intern","Montreal, Quebec",44.387611,-68.203912,NA,NA
"Fall",1982,"Horsepower Farm","Intern","Blue Hill, Maine",44.3106,-69.7795,NA,NA
"Summer",2002,"Adventures Cross Country","Naturalist for 5th & 8th Grade Educational Tours","Mill Valley, California",44.387611,-68.203912,NA,NA
"Summer",1999,"Nature Conservancy","Intern","Sutton Lake, Oregon",44.387611,-68.203912,NA,NA
"Summer",2018,"Bangor YMCA Camp Jordan","Camp Counselor","Ellsworth, Maine",44.3106,-69.7795,NA,NA
"Summer",2010,"Baxter State Park","Mountain Watch Alpine Plant Survey","Millinocket, Maine",44.3106,-69.7795,NA,NA
"Summer",1981,"New Hampshire People's Alliance","Intern","Nashua, New Hampshire",44.387611,-68.203912,NA,NA
"Fall",1979,"The School Around Us","Intern","Arundel, Maine",44.3106,-69.7795,NA,NA
"Summer",2010,"Allied Whale","Intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",2012,"Healing Spirits Herb Farm","Apprentice","Avoca, New York",44.387611,-68.203912,NA,NA
"Summer",2013,"The Burning Tree","Gardener","Otter Creek, Maine",44.3106,-69.7795,NA,NA
"Summer",1984,"Summer Adventure Program","Intern","Blue Hill, Maine",44.3106,-69.7795,NA,NA
"Summer",1982,"Rocky Mountain Constructors","Intern","Denver, Colorado",44.387611,-68.203912,NA,NA
"Fall",2001,"Sam Blanchard","Sternman","Seal Harbor, Maine",44.3106,-69.7795,NA,NA
"Winter",2004,"Rocky Mann Studio Potter","Ceramic Assistant","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",2019,"Friends of Acadia","Wild Gardens of Acadia Intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",1979,"Beal and Bunker Boat","Natural History Guide","Northeast Harbour, Maine",44.3106,-69.7795,NA,NA
"Summer",2009,"Culton Organics","Farm Worker","Lancaster, Pennsylvania",44.387611,-68.203912,NA,NA
"Winter",1991,"Mount Desert Elementary School","Student teacher","Northeast Harbour, Maine",44.3106,-69.7795,NA,NA
"Summer",2001,"Portland Pottery","Studio Manager Assistant","Portland, Maine",44.3106,-69.7795,NA,NA
"Summer",1995,"University of Massachusetts Boston","Intern","North Falmouth, Massachusetts",44.387611,-68.203912,NA,NA
"Summer",2021,"College of the Atlantic","Islands Custodian","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Winter",2012,"Downeast Sexual Assault Services","Sexual Assault Services Intern","Ellsworth, Maine",44.3106,-69.7795,NA,NA
"Fall",2001,"CBEARS","Wildlife Research Volenteer","Haines, Alaska",44.387611,-68.203912,NA,NA
"Spring",1980,"Mount Desert Island Fluoride Study","Intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Fall",2008,"Bar Harbor Times","Photographer","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",2020,"Cottonwood Ranches","Foreman Assistant","Daniel, Wyoming",44.387611,-68.203912,NA,NA
"Summer",1982,"State of Maine Office of Energy Resources","Intern","Augusta, Maine",44.3106,-69.7795,NA,NA
"Summer",2013,"Sacha Goluboff","Research Assistant","Lexington, Virginia",44.387611,-68.203912,NA,NA
"Summer",2005,"Archipelago Books","Editorial & Development Assistant","Brooklyn, New York, New York",44.387611,-68.203912,NA,NA
"Summer",2018,"Mount Desert Island YMCA","Assistant Camp Director","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",2016,"Cultivating Community","Assistant to Youth Programs","Portland, Maine",44.3106,-69.7795,NA,NA
"Winter",2020,"Artisan Community of Uayma","Mayan Pottery Intern","Uayma, Yucatan, Mexico",44.387611,-68.203912,NA,NA
"Fall",1985,"National Museum of Natural History","Museum Technician","Washington D.C.",44.387611,-68.203912,NA,NA
"Fall",2010,"Green Chimneys","Farm Intern","Brewster, New York",44.387611,-68.203912,NA,NA
"Fall",1993,"University of Pennsylvania","Intern","Philadelphia, Pennsylvania",44.387611,-68.203912,NA,NA
"Summer",2009,"Prescott College Sustainability Department","Intern","Prescott, Arizona",44.387611,-68.203912,NA,NA
"Fall",1978,"Ocean Park Environmental School","Teaching Staff Member","Ocean Park, Maine",44.3106,-69.7795,NA,NA
"Winter",1984,"OASIS","Intern","Brighton, Massachusetts",44.387611,-68.203912,NA,NA
"Fall",2005,"Preble Street Lighthouse Shelter","Intern","Portland, Maine",44.3106,-69.7795,NA,NA
"Summer",2022,"John Anderson","Research Assistant","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",1980,"Northport Veterans Administrative Hospital","Medical Research Assistant","Northport, New York",44.387611,-68.203912,NA,NA
"Summer",1987,"Maine Whalewatch","Intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",1995,"Two Loons Farm","Intern","Vassalboro, Maine",44.3106,-69.7795,NA,NA
"Spring",2022,"Atlantic Art Glass","Assistant Glassblower","Elsworth Maine",44.387611,-68.203912,NA,NA
"Spring",1999,"American Tap Dance Orchestra","Adminstrative Assistant","New York, New York",44.387611,-68.203912,NA,NA
"Winter",1991,"Mt. Desert Pollution Control Facility","Operator","Southeast Harbor, ME",44.387611,-68.203912,NA,NA
"Fall",2009,"Sea Education Association","Intern","Rockland, ME",44.387611,-68.203912,NA,NA
"Summer",1988,"Allied Whale","Intern","Bar Harbor, ME",44.387611,-68.203912,NA,NA
